Regulator,Target,RegulatorEnsembleID,TargetEnsembleID,diseaseCategory,DiseaseName2,RegulationDiretion,ExpressionPattern,RegulatorType,TargetType,Target_cleaned,Regulator_cleaned,Regulator_cleaned2,Target_cleaned2
MALAT1,OAS2,ENSG00000251562,ENSG00000111335,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OAS2,MALAT1,MALAT1,OAS2
MALAT1,OAS3,ENSG00000251562,ENSG00000111331,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OAS3,MALAT1,MALAT1,OAS3
MALAT1,OASL,ENSG00000251562,ENSG00000135114,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OASL,MALAT1,MALAT1,OASL
MALAT1,OAS2,ENSG00000251562,ENSG00000111335,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OAS2,MALAT1,MALAT1,OAS2
MALAT1,OAS3,ENSG00000251562,ENSG00000111331,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OAS3,MALAT1,MALAT1,OAS3
MALAT1,OASL,ENSG00000251562,ENSG00000135114,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OASL,MALAT1,MALAT1,OASL
MALAT1,OAS2,ENSG00000251562,ENSG00000111335,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OAS2,MALAT1,MALAT1,OAS2
MALAT1,OAS3,ENSG00000251562,ENSG00000111331,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OAS3,MALAT1,MALAT1,OAS3
MALAT1,OASL,ENSG00000251562,ENSG00000135114,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OASL,MALAT1,MALAT1,OASL
MALAT1,OAS2,ENSG00000251562,ENSG00000111335,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OAS2,MALAT1,MALAT1,OAS2
MALAT1,OAS3,ENSG00000251562,ENSG00000111331,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OAS3,MALAT1,MALAT1,OAS3
MALAT1,OASL,ENSG00000251562,ENSG00000135114,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OASL,MALAT1,MALAT1,OASL
MALAT1,OAS2,ENSG00000251562,ENSG00000111335,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OAS2,MALAT1,MALAT1,OAS2
MALAT1,OAS3,ENSG00000251562,ENSG00000111331,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OAS3,MALAT1,MALAT1,OAS3
MALAT1,OASL,ENSG00000251562,ENSG00000135114,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OASL,MALAT1,MALAT1,OASL
MALAT1,OAS2,ENSG00000251562,ENSG00000111335,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OAS2,MALAT1,MALAT1,OAS2
MALAT1,OAS3,ENSG00000251562,ENSG00000111331,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OAS3,MALAT1,MALAT1,OAS3
MALAT1,OASL,ENSG00000251562,ENSG00000135114,Immune system disease,Lupus erythematosus,positively-E,upregulation,lncRNA,PCG,OASL,MALAT1,MALAT1,OASL
CDKN2B-AS1,miR-21,ENSG00000240498,ENSG00000199004,Nervous system disease,Cataract,positively-E,downregulation,lncRNA,miRNA,miR-21,CDKN2B-AS1,CDKN2B-AS1,miR-21
CDKN2B-AS1,PRKAA2,ENSG00000240498,ENSG00000162409,Nervous system disease,Cataract,positively-E,downregulation,lncRNA,PCG,PRKAA2,CDKN2B-AS1,CDKN2B-AS1,PRKAA2
CDKN2B-AS1,CTNNB1,ENSG00000240498,ENSG00000168036,Nervous system disease,Cataract,positively-E,downregulation,lncRNA,PCG,CTNNB1,CDKN2B-AS1,CDKN2B-AS1,CTNNB1
DANCR,XBP1s,ENSG00000226950,ENSG00000100219,Cardiovascular system disease,Cerebrovascular disease,positively-E,,lncRNA,PCG,XBP1,DANCR,DANCR,XBP1s
ZEB1-AS1,HOXB8,ENSG00000237036,ENSG00000120068,Cancer,Cholangiocarcinoma,positively-E,upregulation,lncRNA,TF,HOXB8,ZEB1-AS1,ZEB1-AS1,HOXB8
MALAT1,BMPR2,ENSG00000251562,ENSG00000204217,Cardiovascular system disease,Hypertension,positively-E,downregulation,lncRNA,PCG,BMPR2,MALAT1,MALAT1,BMPR2
MALAT1,BMPR2,ENSG00000251562,ENSG00000204217,Cardiovascular system disease,Hypertension,positively-E,downregulation,lncRNA,PCG,BMPR2,MALAT1,MALAT1,BMPR2
HAND2-AS1,ROCK2,ENSG00000237125,ENSG00000134318,Cancer,Liver cancer,negatively-E,downregulation,lncRNA,PCG,ROCK2,HAND2-AS1,HAND2-AS1,ROCK2
SNHG1,miR-424,ENSG00000255717,ENSG00000284231,Cardiovascular system disease,Ischemia,negatively-F,upregulation,lncRNA,miRNA,miR-424,SNHG1,SNHG1,miR-424
SNHG15,TP53INP1,ENSG00000232956,ENSG00000164938,Cardiovascular system disease,Ischemia,positively-E,upregulation,lncRNA,PCG,TP53INP1,SNHG15,SNHG15,TP53INP1
LINC00426,MIR4319,ENSG00000238121,ENSG00000265957,Cancer,Osteosarcoma,negatively-F,upregulation,lncRNA,miRNA,MIR4319,LINC00426,LINC00426,MIR4319
lincNMR,YBX1,ENSG00000259153,ENSG00000065978,Cancer,Liver cancer,positively-E,upregulation,lncRNA,TF,YBX1,lincNMR,lincNMR,YBX1
lincNMR,RRM2,ENSG00000259153,ENSG00000171848,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,RRM2,lincNMR,lincNMR,RRM2
lincNMR,TYMS,ENSG00000259153,ENSG00000176890,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,TYMS,lincNMR,lincNMR,TYMS
lincNMR,TK1,ENSG00000259153,ENSG00000167900,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,TK1,lincNMR,lincNMR,TK1
H19,miR-140-5p,ENSG00000130600,ENSG00000208017,Musculoskeletal system disease,Bone disease,negatively-E,upregulation,lncRNA,miRNA,miR-140-5p,H19,H19,miR-140-5p
AK131850,TGFB1,,ENSG00000105329,Cardiovascular system disease,Aortic disease,negatively-E,downregulation,lncRNA,PCG,TGFB1,AK131850,AK131850,TGFB1
TMPO-AS1,TMEFF2,ENSG00000257167,ENSG00000144339,Cancer,Ovarian cancer,positively-E,upregulation,lncRNA,PCG,TMEFF2,TMPO-AS1,TMPO-AS1,TMEFF2
PDE10A,SEPTIN6,ENSG00000112541,ENSG00000125354,Cancer,Prostate cancer,positively-E,upregulation,PCG,lncRNA,SEPTIN6,PDE10A,PDE10A,SEPTIN6
TUG1,PRKAA2,ENSG00000253352,ENSG00000162409,Cardiovascular system disease,Atherosclerosis,negatively-E,upregulation,lncRNA,PCG,PRKAA2,TUG1,TUG1,PRKAA2
TUG1,LC3II,ENSG00000253352,ENSG00000140941,Cardiovascular system disease,Atherosclerosis,negatively-E,upregulation,lncRNA,PCG,MAP1LC3B,TUG1,TUG1,LC3II
TUG1,LC3I,ENSG00000253352,ENSG00000140941,Cardiovascular system disease,Atherosclerosis,negatively-E,upregulation,lncRNA,PCG,MAP1LC3B,TUG1,TUG1,LC3I
TUG1,MTOR,ENSG00000253352,ENSG00000198793,Cardiovascular system disease,Atherosclerosis,positively-E,upregulation,lncRNA,PCG,MTOR,TUG1,TUG1,MTOR
TUG1,p62,ENSG00000253352,ENSG00000073792,Cardiovascular system disease,Atherosclerosis,positively-E,upregulation,lncRNA,PCG,p62,TUG1,TUG1,p62
CCAT1,FOXO1,ENSG00000247844,ENSG00000150907,Cancer,Lung cancer,negatively-E,upregulation,lncRNA,TF,FOXO1,CCAT1,CCAT1,FOXO1
SNHG5,MTA2,ENSG00000203875,ENSG00000149480,Cancer,Gastroesophageal cancer,negatively-E,downregulation,lncRNA,TF,MTA2,SNHG5,SNHG5,MTA2
HSRL,SNX9,,ENSG00000130340,Other,Hypertrophic scar,positively-E,upregulation,lncRNA,PCG,SNX9,HSRL,HSRL,SNX9
PCED1B-AS1,ZEB1,ENSG00000247774,ENSG00000148516,Cancer,Kidney cancer,positively-E,upregulation,lncRNA,TF,ZEB1,PCED1B-AS1,PCED1B-AS1,ZEB1
HEIH,WEE1,ENSG00000278970,ENSG00000166483,Cancer,Retinoblastoma,positively-E,upregulation,lncRNA,PCG,WEE1,HEIH,HEIH,WEE1
LINC01126,HIF1A,ENSG00000279873,ENSG00000100644,Gastrointestinal system disease,Periodontitis,positively-E,upregulation,lncRNA,TF,HIF1A,LINC01126,LINC01126,HIF1A
SNHG16,BMP7,ENSG00000163597,ENSG00000101144,Musculoskeletal system disease,Bone disease,positively-E,downregulation,lncRNA,PCG,BMP7,SNHG16,SNHG16,BMP7
LINC01436,APEX1,ENSG00000231106,ENSG00000100823,Cancer,Gastric cancer,positively-E,upregulation,lncRNA,PCG,APEX1,LINC01436,LINC01436,APEX1
SNHG5,RUNX3,ENSG00000203875,ENSG00000020633,Musculoskeletal system disease,Bone disease,positively-E,upregulation,lncRNA,TF,RUNX3,SNHG5,SNHG5,RUNX3
SRC-1,XIST,ENSG00000005020,ENSG00000229807,Cancer,Brain glioma,positively-E,upregulation,PCG,lncRNA,XIST,SRC-1,SRC-1,XIST
XIST,KLF4,ENSG00000229807,ENSG00000136826,Cancer,Brain glioma,positively-E,upregulation,lncRNA,TF,KLF4,XIST,XIST,KLF4
LINC01133,FOXD1,ENSG00000224259,ENSG00000251493,Cancer,Cervical cancer,positively-E,upregulation,lncRNA,PCG,FOXD1,LINC01133,LINC01133,FOXD1
LINC00466,CHEK1,ENSG00000224209,ENSG00000149554,Cancer,Brain glioma,positively-E,upregulation,lncRNA,PCG,CHEK1,LINC00466,LINC00466,CHEK1
YY1,LINC00466,ENSG00000100811,ENSG00000224209,Cancer,Brain glioma,positively-E,upregulation,TF,lncRNA,LINC00466,YY1,YY1,LINC00466
LINC00525,HMGB1,ENSG00000146666,ENSG00000189403,Cancer,Chordoma,positively-E,upregulation,lncRNA,TF,HMGB1,LINC00525,LINC00525,HMGB1
LINC00511,E2F1,ENSG00000227036,ENSG00000101412,Cancer,Osteosarcoma,positively-E,upregulation,lncRNA,TF,E2F1,LINC00511,LINC00511,E2F1
PCNAP1,SOX4,ENSG00000249065,ENSG00000124766,Cancer,Breast cancer,positively-E,upregulation,lncRNA,TF,SOX4,PCNAP1,PCNAP1,SOX4
DUXAP8,BUB1,ENSG00000271672,ENSG00000169679,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,BUB1,DUXAP8,DUXAP8,BUB1
MIR924HG,SOCS1,ENSG00000267374,ENSG00000185338,Cancer,Nasopharynx carcinoma,negatively-E,upregulation,lncRNA,PCG,SOCS1,MIR924HG,MIR924HG,SOCS1
MIR924HG,STAT1,ENSG00000267374,ENSG00000115415,Cancer,Nasopharynx carcinoma,positively-E,upregulation,lncRNA,TF,STAT1,MIR924HG,MIR924HG,STAT1
NFIA-AS2,ZFX,ENSG00000237928,ENSG00000005889,Cancer,Brain glioma,positively-E,upregulation,lncRNA,TF,ZFX,NFIA-AS2,NFIA-AS2,ZFX
GAS5,miR-21,ENSG00000234741,ENSG00000199004,Musculoskeletal system disease,Bone disease,negatively-E,upregulation,lncRNA,miRNA,miR-21,GAS5,GAS5,miR-21
LINC01535,KCNC4,ENSG00000226686,ENSG00000116396,Cancer,Osteosarcoma,positively-E,upregulation,lncRNA,PCG,KCNC4,LINC01535,LINC01535,KCNC4
UCA1,CCR7,ENSG00000214049,ENSG00000126353,Cancer,Oral cavity cancer,positively-E,upregulation,lncRNA,PCG,CCR7,UCA1,UCA1,CCR7
MEG3,FOXO1,ENSG00000214548,ENSG00000150907,Musculoskeletal system disease,Bone disease,positively-E,downregulation,lncRNA,TF,FOXO1,MEG3,MEG3,FOXO1
HULC,SIRT1,ENSG00000251164,ENSG00000096717,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,SIRT1,HULC,HULC,SIRT1
HULC,Cyclin D1,ENSG00000251164,ENSG00000110092,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,CCND1,HULC,HULC,Cyclin D1
GAS5,HMGB1,ENSG00000234741,ENSG00000189403,Cancer,Prostate cancer,positively-E,upregulation,lncRNA,TF,HMGB1,GAS5,GAS5,HMGB1
HOTAIR,HMGB1,ENSG00000228630,ENSG00000189403,Cancer,Prostate cancer,positively-E,upregulation,lncRNA,TF,HMGB1,HOTAIR,HOTAIR,HMGB1
NEAT1,TRAF6,ENSG00000245532,ENSG00000175104,Other,Liver failure,positively-E,upregulation,lncRNA,PCG,TRAF6,NEAT1,NEAT1,TRAF6
SLEAR,ILF2,ENSG00000248599,ENSG00000143621,Immune system disease,Lupus erythematosus,positively-F,upregulation,lncRNA,PCG,ILF2,SLEAR,SLEAR,ILF2
SLEAR,HNRNPF,ENSG00000248599,ENSG00000169813,Immune system disease,Lupus erythematosus,positively-F,upregulation,lncRNA,PCG,HNRNPF,SLEAR,SLEAR,HNRNPF
SLEAR,TAF15,ENSG00000248599,ENSG00000172660,Immune system disease,Lupus erythematosus,positively-F,upregulation,lncRNA,PCG,TAF15,SLEAR,SLEAR,TAF15
H19,ROCK2,ENSG00000130600,ENSG00000134318,Cardiovascular system disease,Cerebrovascular disease,positively-E,upregulation,lncRNA,PCG,ROCK2,H19,H19,ROCK2
H19,IL6,ENSG00000130600,ENSG00000136244,Other,Injury,positively-E,upregulation,lncRNA,PCG,IL6,H19,H19,IL6
H19,IL1B,ENSG00000130600,ENSG00000125538,Other,Injury,positively-E,upregulation,lncRNA,PCG,IL1B,H19,H19,IL1B
H19,COX2,ENSG00000130600,ENSG00000198712,Other,Injury,positively-E,upregulation,lncRNA,PCG,PTGS2,H19,H19,COX2
H19,CCL5,ENSG00000130600,ENSG00000161570,Other,Injury,positively-E,upregulation,lncRNA,PCG,CCL5,H19,H19,CCL5
H19,TNF,ENSG00000130600,ENSG00000228978,Other,Injury,positively-E,upregulation,lncRNA,PCG,TNF,H19,H19,TNF
H19,CXCL10,ENSG00000130600,ENSG00000169245,Other,Injury,positively-E,upregulation,lncRNA,PCG,CXCL10,H19,H19,CXCL10
H19,CCL2,ENSG00000130600,ENSG00000108691,Other,Injury,positively-E,upregulation,lncRNA,PCG,CCL2,H19,H19,CCL2
LINC00460,CCND1,ENSG00000233532,ENSG00000110092,Cancer,Osteosarcoma,positively-E,upregulation,lncRNA,PCG,CCND1,LINC00460,LINC00460,CCND1
LINC00460,CDK4,ENSG00000233532,ENSG00000135446,Cancer,Osteosarcoma,positively-E,upregulation,lncRNA,PCG,CDK4,LINC00460,LINC00460,CDK4
LINC00460,CDK6,ENSG00000233532,ENSG00000105810,Cancer,Osteosarcoma,positively-E,upregulation,lncRNA,PCG,CDK6,LINC00460,LINC00460,CDK6
LINC00963,HMGA1,ENSG00000204054,ENSG00000137309,Cancer,Breast cancer,positively-E,upregulation,lncRNA,TF,HMGA1,LINC00963,LINC00963,HMGA1
NEAT1,HMGB1,ENSG00000245532,ENSG00000189403,Other,Injury,positively-F,upregulation,lncRNA,TF,HMGB1,NEAT1,NEAT1,HMGB1
HCP5,YBX1,ENSG00000206337,ENSG00000065978,Reproductive system disease,Ovarian disease,positively-F,downregulation,lncRNA,TF,YBX1,HCP5,HCP5,YBX1
HCP5,MSH5,ENSG00000206337,ENSG00000237333,Reproductive system disease,Ovarian disease,positively-E,downregulation,lncRNA,PCG,MSH5,HCP5,HCP5,MSH5
GNAS,TPTEP1,ENSG00000087460,ENSG00000100181,Cancer,Liver cancer,negatively-F,downregulation,PCG,lncRNA,TPTEP1,GNAS,GNAS,TPTEP1
TPTEP1,STAT3,ENSG00000100181,ENSG00000168610,Cancer,Liver cancer,negatively-F,downregulation,lncRNA,TF,STAT3,TPTEP1,TPTEP1,STAT3
HOTAIR,MIR219A1,ENSG00000228630,ENSG00000199036,Cancer,Brain glioma,positively-E,upregulation,lncRNA,miRNA,MIR219A1,HOTAIR,HOTAIR,MIR219A1
HOTAIR,CCND1,ENSG00000228630,ENSG00000110092,Cancer,Brain glioma,positively-E,upregulation,lncRNA,PCG,CCND1,HOTAIR,HOTAIR,CCND1
HOTAIR,BAX,ENSG00000228630,ENSG00000087088,Cancer,Brain glioma,negatively-E,upregulation,lncRNA,PCG,BAX,HOTAIR,HOTAIR,BAX
MALAT1,SIRT1,ENSG00000251562,ENSG00000096717,Cardiovascular system disease,Atherosclerosis,positively-E,upregulation,lncRNA,PCG,SIRT1,MALAT1,MALAT1,SIRT1
MALAT1,ET-1,ENSG00000251562,ENSG00000078401,Cardiovascular system disease,Hypertension,positively-E,upregulation,lncRNA,PCG,EDN1,MALAT1,MALAT1,ET-1
PVT1,miR-190a-5p,ENSG00000249859,ENSG00000211137,Cardiovascular system disease,Heart failure,negatively-E,upregulation,lncRNA,miRNA,miR-190a-5p,PVT1,PVT1,miR-190a-5p
RAPIA,ITGB1,,ENSG00000150093,Cardiovascular system disease,Atherosclerosis,positively-E,upregulation,lncRNA,PCG,ITGB1,RAPIA,RAPIA,ITGB1
FOXO1,RAPIA,ENSG00000150907,,Cardiovascular system disease,Atherosclerosis,positively-E,upregulation,TF,lncRNA,RAPIA,FOXO1,FOXO1,RAPIA
LINC00963,miR-128-3p,ENSG00000204054,,Other,Injury,negatively-F,upregulation,lncRNA,miRNA,miR-128-3p,LINC00963,LINC00963,miR-128-3p
LCTS5,INO80,,ENSG00000128908,Cancer,Lung cancer,negatively-F,downregulation,lncRNA,PCG,INO80,LCTS5,LCTS5,INO80
PANTR1,MDR,ENSG00000233639,ENSG00000085563,Cancer,Leukemia,positively-E,upregulation,lncRNA,PCG,ABCB1,PANTR1,PANTR1,MDR
PANTR1,CD44,ENSG00000233639,ENSG00000026508,Cancer,Leukemia,positively-E,upregulation,lncRNA,PCG,CD44,PANTR1,PANTR1,CD44
PANTR1,PROM1,ENSG00000233639,ENSG00000007062,Cancer,Leukemia,positively-E,upregulation,lncRNA,PCG,PROM1,PANTR1,PANTR1,PROM1
CCEPR,CCND1,ENSG00000308499,ENSG00000110092,Cancer,Ovarian cancer,positively-E,upregulation,lncRNA,PCG,CCND1,CCEPR,CCEPR,CCND1
CCEPR,CTNNB1,ENSG00000308499,ENSG00000168036,Cancer,Ovarian cancer,positively-E,upregulation,lncRNA,PCG,CTNNB1,CCEPR,CCEPR,CTNNB1
CCEPR,MYC,ENSG00000308499,ENSG00000136997,Cancer,Ovarian cancer,positively-E,upregulation,lncRNA,TF,MYC,CCEPR,CCEPR,MYC
CCEPR,MMP7,ENSG00000308499,ENSG00000137673,Cancer,Ovarian cancer,positively-E,upregulation,lncRNA,PCG,MMP7,CCEPR,CCEPR,MMP7
PTENP1,MTUS1,ENSG00000237984,ENSG00000129422,Cancer,Cervical cancer,positively-E,downregulation,lncRNA,PCG,MTUS1,PTENP1,PTENP1,MTUS1
PTENP1,Cyclin D1,ENSG00000237984,ENSG00000110092,Cancer,Cervical cancer,negatively-E,downregulation,lncRNA,PCG,CCND1,PTENP1,PTENP1,Cyclin D1
PTENP1,N-cadherin,ENSG00000237984,ENSG00000170558,Cancer,Cervical cancer,negatively-E,downregulation,lncRNA,PCG,CDH2,PTENP1,PTENP1,N-cadherin
PTENP1,Vimentin,ENSG00000237984,ENSG00000026025,Cancer,Cervical cancer,negatively-E,downregulation,lncRNA,PCG,VIM,PTENP1,PTENP1,Vimentin
RHPN1-AS1,SNAI2,ENSG00000254389,ENSG00000019549,Cancer,Osteosarcoma,positively-E,upregulation,lncRNA,TF,SNAI2,RHPN1-AS1,RHPN1-AS1,SNAI2
ILF3-DT,IL-1¦Â,ENSG00000267100,ENSG00000125538,Nervous system disease,Epilepsy,positively-E,upregulation,lncRNA,PCG,IL1B,ILF3-DT,ILF3-DT,IL-1¦Â
ILF3-DT,IL6,ENSG00000267100,ENSG00000136244,Nervous system disease,Epilepsy,positively-E,upregulation,lncRNA,PCG,IL6,ILF3-DT,ILF3-DT,IL6
ILF3-DT,TNF,ENSG00000267100,ENSG00000228978,Nervous system disease,Epilepsy,positively-E,upregulation,lncRNA,PCG,TNF,ILF3-DT,ILF3-DT,TNF
ILF3-DT,MMP3,ENSG00000267100,ENSG00000263313,Nervous system disease,Epilepsy,positively-E,upregulation,lncRNA,PCG,MMP3,ILF3-DT,ILF3-DT,MMP3
ILF3-DT,MMP9,ENSG00000267100,ENSG00000100985,Nervous system disease,Epilepsy,positively-E,upregulation,lncRNA,PCG,MMP9,ILF3-DT,ILF3-DT,MMP9
ILF3-DT,SMAD2,ENSG00000267100,ENSG00000175387,Cancer,Retinoblastoma,positively-E,upregulation,lncRNA,TF,SMAD2,ILF3-DT,ILF3-DT,SMAD2
DANCR,KLF5,ENSG00000226950,ENSG00000102554,Cancer,Ovarian cancer,positively-E,,lncRNA,TF,KLF5,DANCR,DANCR,KLF5
WT1-AS,AKT1,ENSG00000183242,ENSG00000142208,Cancer,Brain glioma,positively-E,downregulation,lncRNA,PCG,AKT1,WT1-AS,WT1-AS,AKT1
DANCR,MDM2,ENSG00000226950,ENSG00000135679,Cancer,Colorectal cancer,positively-E,upregulation,lncRNA,PCG,MDM2,DANCR,DANCR,MDM2
LINC00665,YBX1,ENSG00000232677,ENSG00000065978,Cancer,Lung cancer,positively-F,upregulation,lncRNA,TF,YBX1,LINC00665,LINC00665,YBX1
LINC00665,ANGPT4,ENSG00000232677,ENSG00000101280,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,ANGPT4,LINC00665,LINC00665,ANGPT4
LINC00665,ANGPTL3,ENSG00000232677,ENSG00000132855,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,ANGPTL3,LINC00665,LINC00665,ANGPTL3
LINC00665,VEGFA,ENSG00000232677,ENSG00000112715,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,VEGFA,LINC00665,LINC00665,VEGFA
IGF1,SNHG7,ENSG00000017427,ENSG00000233016,Cancer,Breast cancer,negatively-E,upregulation,PCG,lncRNA,SNHG7,IGF1,IGF1,SNHG7
HAGLROS,FAS,ENSG00000226363,ENSG00000026103,Cancer,Cholangiocarcinoma,positively-E,upregulation,lncRNA,PCG,FAS,HAGLROS,HAGLROS,FAS
HAGLROS,ACACA,ENSG00000226363,ENSG00000132142,Cancer,Cholangiocarcinoma,positively-E,upregulation,lncRNA,PCG,ACACA,HAGLROS,HAGLROS,ACACA
HAGLROS,SCD1,ENSG00000226363,ENSG00000099194,Cancer,Cholangiocarcinoma,positively-E,upregulation,lncRNA,PCG,SCD1,HAGLROS,HAGLROS,SCD1
HAGLROS,CPT11,ENSG00000226363,ENSG00000198900,Cancer,Cholangiocarcinoma,positively-E,upregulation,lncRNA,PCG,TOP1,HAGLROS,HAGLROS,CPT11
HAGLROS,SREBF1,ENSG00000226363,ENSG00000072310,Cancer,Cholangiocarcinoma,positively-E,upregulation,lncRNA,TF,SREBF1,HAGLROS,HAGLROS,SREBF1
HAGLROS,PPARG,ENSG00000226363,ENSG00000132170,Cancer,Cholangiocarcinoma,positively-E,upregulation,lncRNA,PCG,PPARG,HAGLROS,HAGLROS,PPARG
HAGLROS,MTOR,ENSG00000226363,ENSG00000198793,Cancer,Cholangiocarcinoma,positively-E,upregulation,lncRNA,PCG,MTOR,HAGLROS,HAGLROS,MTOR
HAGLROS,ATG9A,ENSG00000226363,ENSG00000198925,Cancer,Cholangiocarcinoma,negatively-E,upregulation,lncRNA,PCG,ATG9A,HAGLROS,HAGLROS,ATG9A
HAGLROS,ATG9B,ENSG00000226363,ENSG00000181652,Cancer,Cholangiocarcinoma,negatively-E,upregulation,lncRNA,PCG,ATG9B,HAGLROS,HAGLROS,ATG9B
LNCRNA-ATB,TGFB1,,ENSG00000105329,Urinary system disease,Fibrosis,positively-F,,lncRNA,PCG,TGFB1,LNCRNA-ATB,LNCRNA-ATB,TGFB1
HCP5,PRC1,ENSG00000206337,ENSG00000198901,Cancer,Ovarian cancer,positively-E,upregulation,lncRNA,PCG,PRC1,HCP5,HCP5,PRC1
SOX2-OT,TGFBR1,ENSG00000242808,ENSG00000106799,Cardiovascular system disease,Myocardial infarction,positively-E,upregulation,lncRNA,PCG,TGFBR1,SOX2-OT,SOX2-OT,TGFBR1
ZFPM2-AS1,HOXA1,ENSG00000251003,ENSG00000105991,Cancer,Retinoblastoma,positively-E,upregulation,lncRNA,TF,HOXA1,ZFPM2-AS1,ZFPM2-AS1,HOXA1
MEG3,MANF,ENSG00000214548,ENSG00000259880,Cancer,Gallbladder cancer,positively-E,downregulation,lncRNA,PCG,MANF,MEG3,MEG3,MANF
MEG3,HSPA5,ENSG00000214548,ENSG00000044574,Cancer,Gallbladder cancer,positively-E,downregulation,lncRNA,PCG,HSPA5,MEG3,MEG3,HSPA5
MEG3,Caspase3,ENSG00000214548,ENSG00000164305,Cancer,Gallbladder cancer,positively-E,downregulation,lncRNA,PCG,CASP3,MEG3,MEG3,Caspase3
MEG3,NFKB1,ENSG00000214548,ENSG00000109320,Cancer,Gallbladder cancer,positively-E,downregulation,lncRNA,TF,NFKB1,MEG3,MEG3,NFKB1
TYKRIL,PDGFRB,,ENSG00000113721,Cardiovascular system disease,Hypertension,positively-E,upregulation,lncRNA,PCG,PDGFRB,TYKRIL,TYKRIL,PDGFRB
TYKRIL,TP53,,ENSG00000141510,Cardiovascular system disease,Hypertension,negatively-F,upregulation,lncRNA,TF,TP53,TYKRIL,TYKRIL,TP53
SNHG12,SP1,ENSG00000197989,ENSG00000185591,Cancer,Kidney cancer,positively-E,upregulation,lncRNA,TF,SP1,SNHG12,SNHG12,SP1
SNHG12,CDCA3,ENSG00000197989,ENSG00000111665,Cancer,Kidney cancer,positively-E,upregulation,lncRNA,PCG,CDCA3,SNHG12,SNHG12,CDCA3
HOTAIR,MTHFR,ENSG00000228630,ENSG00000177000,Cancer,Esophageal cancer,negatively-E,upregulation,lncRNA,PCG,MTHFR,HOTAIR,HOTAIR,MTHFR
CASC2,miR-214,ENSG00000177640,ENSG00000283844,Cancer,Colorectal cancer,negatively-F,downregulation,lncRNA,miRNA,miR-214,CASC2,CASC2,miR-214
CASC2,TRIM16,ENSG00000177640,ENSG00000221926,Cancer,Colorectal cancer,negatively-E,downregulation,lncRNA,PCG,TRIM16,CASC2,CASC2,TRIM16
TINCR,miR-31,ENSG00000223573,ENSG00000199177,Cancer,Colorectal cancer,negatively-F,downregulation,lncRNA,miRNA,miR-31,TINCR,TINCR,miR-31
SATB2-AS1,BRMS1L,ENSG00000225953,ENSG00000100916,Cancer,Breast cancer,positively-E,downregulation,lncRNA,PCG,BRMS1L,SATB2-AS1,SATB2-AS1,BRMS1L
YY1,CASC9,ENSG00000100811,ENSG00000249395,Cancer,Esophageal cancer,positively-E,upregulation,TF,lncRNA,CASC9,YY1,YY1,CASC9
PBX3,SNHG10,ENSG00000167081,ENSG00000247092,Cancer,Gastric cancer,positively-E,upregulation,TF,lncRNA,SNHG10,PBX3,PBX3,SNHG10
SNHG10,DDX54,ENSG00000247092,ENSG00000123064,Cancer,Gastric cancer,positively-F,upregulation,lncRNA,PCG,DDX54,SNHG10,SNHG10,DDX54
DANCR,FOXO1,ENSG00000226950,ENSG00000150907,Musculoskeletal system disease,Ischemic bone disease,negatively-F,downregulation,lncRNA,TF,FOXO1,DANCR,DANCR,FOXO1
MALAT1,miR-124,ENSG00000251562,ENSG00000207816,Musculoskeletal system disease,Ischemic bone disease,negatively-F,downregulation,lncRNA,miRNA,miR-124,MALAT1,MALAT1,miR-124
